sentence,label,idx
"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's rousing score make good use of the hefty audio system .",0,753
"yes , dull .",0,148
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .,0,637
do n't be fooled by the impressive cast list - eye see you is pure junk .,0,144
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .",0,501
the problem with this film is that it lacks focus .,0,536
why make a documentary about these marginal historical figures ?,1,123
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula .",1,441
"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us .",1,5
"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn .",0,368
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,0,846
`` the time machine '' is a movie that has no interest in itself .,1,278
"a lackluster , unessential sequel to the classic disney adaptation of j.m. barrie 's peter pan .",1,714
huston nails both the glad-handing and the choking sense of hollow despair .,1,7
"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books .",0,144
sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .,1,433
"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction .",1,748
blanchett 's performance confirms her power once again .,0,780
"( e ) ventually , every idea in this film is flushed down the latrine of heroism .",0,73
but it 's too long and too convoluted and it ends in a muddle .,0,13
"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes .",0,794
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand .",0,111
"this one is definitely one to skip , even for horror movie fanatics .",1,655
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it .",0,439
one of the most significant moviegoing pleasures of the year .,1,351
"in its best moments , resembles a bad high school production of grease , without benefit of song .",1,830
nothing is sacred in this gut-buster .,0,698
plays like a volatile and overlong w magazine fashion spread .,0,499
stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time .,0,92
"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .",1,769
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,1,1
comes ... uncomfortably close to coasting in the treads of the bicycle thief .,0,824
"for movie lovers as well as opera lovers , tosca is a real treat .",1,389
and that leaves a hole in the center of the salton sea .,1,770
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it .,0,595
"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act .",0,620
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults .",1,25
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work .",1,348
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis .",1,652
"even in its most tedious scenes , russian ark is mesmerizing .",1,323
it has all the excitement of eating oatmeal .,1,735
the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships .,1,656
"more romantic , more emotional and ultimately more satisfying than the teary-eyed original .",1,310
a solid examination of the male midlife crisis .,0,463
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class .",0,315
"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments .",1,405
but it 's too long and too convoluted and it ends in a muddle .,1,101
richard gere and diane lane put in fine performances as does french actor oliver martinez .,0,704
` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ',1,763
"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness .",1,845
this movie seems to have been written using mad-libs .,0,471
the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts .,0,402
"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right .",0,261
almost gags on its own gore .,1,395
a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .,1,857
two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated .,0,677
( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .,1,746
"wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty .",1,58
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not .,0,247
"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order",0,447
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises",0,707
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .",0,99
"this one is definitely one to skip , even for horror movie fanatics .",0,255
"an artful , intelligent film that stays within the confines of a well-established genre .",1,395
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .,1,416
why make a documentary about these marginal historical figures ?,0,56
"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why .",0,520
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world .",0,443
"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality .",1,799
"the humor is forced and heavy-handed , and occasionally simply unpleasant .",1,765
"less dizzying than just dizzy , the jaunt is practically over before it begins .",1,633
there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television .,1,714
a delightful coming-of-age story .,1,140
"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .",1,94
manages to show life in all of its banality when the intention is quite the opposite .,0,129
"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences .",1,94
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .,0,443
"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .",0,536
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .",1,811
it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ',0,125
"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",1,688
"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .",1,776
burns never really harnesses to full effect the energetic cast .,1,244
"in its best moments , resembles a bad high school production of grease , without benefit of song .",0,840
"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take .",1,541
this is so bad .,1,683
the movie fails to live up to the sum of its parts .,1,502
"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .",0,371
brilliantly explores the conflict between following one 's heart and following the demands of tradition .,0,451
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises,0,542
"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other .",0,381
"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch .",1,165
"an absurdist comedy about alienation , separation and loss .",0,857
"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life .",0,825
"of course , by more objective measurements it 's still quite bad .",0,14
the second coming of harry potter is a film far superior to its predecessor .,1,356
"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal .",1,110
"a warm but realistic meditation on friendship , family and affection .",1,274
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions .,0,284
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters",1,446
"a smart , witty follow-up .",1,175
tries to add some spice to its quirky sentiments but the taste is all too familiar .,1,287
"too slow , too long and too little happens .",1,195
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class .",1,391
"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid .",0,498
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .",1,435
"what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting .",0,362
"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .",1,254
it made me want to wrench my eyes out of my head and toss them at the screen .,1,278
"stultifyingly , dumbfoundingly , mind-numbingly bad .",0,580
"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana .",1,636
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable .",0,669
the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing .,0,145
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project .",1,223
one of the smartest takes on singles culture i 've seen in a long time .,1,729
the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts .,1,304
"instead , he shows them the respect they are due .",0,87
it 's fun lite .,0,201
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .",0,800
"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher .",1,330
that 's a cheat .,0,313
reggio 's continual visual barrage is absorbing as well as thought-provoking .,0,136
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .",1,221
unflinchingly bleak and desperate,1,533
"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . ''",1,485
funny but perilously slight .,1,94
makes for a pretty unpleasant viewing experience .,0,439
the primitive force of this film seems to bubble up from the vast collective memory of the combatants .,0,548
... is an arthritic attempt at directing by callie khouri .,1,790
that 's pure pr hype .,1,227
"( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters .",0,412
"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul .",1,189
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it .,0,46
the most compelling wiseman epic of recent years .,0,170
... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller .,1,345
"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality .",0,500
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow .",1,240
"we know the plot 's a little crazy , but it held my interest from start to finish .",1,26
"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy .",1,671
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .",1,513
lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class .,0,116
"movie fans , get ready to take off ... the other direction .",1,283
"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures .",1,227
it 's made with deftly unsettling genre flair .,1,635
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role .",1,609
a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight .,0,0
so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor .,1,719
"all that 's missing is the spontaneity , originality and delight .",1,170
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .",1,688
"an absurdist comedy about alienation , separation and loss .",1,35
its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks .,0,856
it 's everything you do n't go to the movies for .,0,227
binoche makes it interesting trying to find out .,1,778
it 's a charming and often affecting journey .,0,333
the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects .,0,376
"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .",0,130
"just as moving , uplifting and funny as ever .",0,127
"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination .",1,268
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie .",0,426
it 's a bad thing when a movie has about as much substance as its end credits blooper reel .,0,692
"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene .",1,71
nothing is sacred in this gut-buster .,1,829
slick piece of cross-promotion .,1,781
but what are adults doing in the theater at all ?,0,355
"all that 's missing is the spontaneity , originality and delight .",1,66
that 's a cheat .,1,520
the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned .,1,606
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",1,788
"there ought to be a directing license , so that ed burns can have his revoked .",0,701
no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise .,1,276
indifferently implausible popcorn programmer of a movie .,0,721
it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .,0,590
"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction .",0,597
the piquant story needs more dramatic meat on its bones .,1,105
worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change .,1,845
"utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film .",1,754
"it 's a cookie-cutter movie , a cut-and-paste job .",0,71
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .",1,214
"it haunts , horrifies , startles and fascinates ; it is impossible to look away .",1,308
"good film , but very glum .",0,227
i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers .,1,563
suffers from the lack of a compelling or comprehensible narrative .,1,575
"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while .",1,41
"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",1,498
no way i can believe this load of junk .,0,576
"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all .",1,379
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic .",1,78
"there ought to be a directing license , so that ed burns can have his revoked .",0,361
it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth .,0,860
looks and feels like a project better suited for the small screen .,1,811
"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .",0,645
this is n't even madonna 's swept away .,0,535
"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",0,309
the wild thornberrys movie is a jolly surprise .,0,777
its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks .,1,480
"an overemphatic , would-be wacky , ultimately tedious sex farce .",0,854
"all that 's missing is the spontaneity , originality and delight .",1,638
the most compelling wiseman epic of recent years .,1,361
"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short .",1,706
an exquisitely crafted and acted tale .,1,722
it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman .,0,494
"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales .",1,200
"exciting and direct , with ghost imagery that shows just enough to keep us on our toes .",0,21
"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation .",1,426
"an artful , intelligent film that stays within the confines of a well-established genre .",1,677
"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit .",1,796
"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal",1,727
"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun .",0,353
no telegraphing is too obvious or simplistic for this movie .,1,513
not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers .,0,49
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",1,427
the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy .,1,680
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance .",0,763
"( e ) ventually , every idea in this film is flushed down the latrine of heroism .",0,705
burns never really harnesses to full effect the energetic cast .,0,664
the movie 's relatively simple plot and uncomplicated morality play well with the affable cast .,0,282
"for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions .",1,703
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums .",1,36
no aspirations to social import inform the movie version .,1,825
manages to be both repulsively sadistic and mundane .,0,459
"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done .",1,91
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .",1,249
"maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy .",0,617
"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",1,57
"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .",1,453
"just as moving , uplifting and funny as ever .",1,181
it 's fascinating to see how bettany and mcdowell play off each other .,0,651
rarely has so much money delivered so little entertainment .,1,747
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .",1,598
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work .,1,156
"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher .",1,799
"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination .",0,207
the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses .,1,292
"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters .",0,188
"exciting and direct , with ghost imagery that shows just enough to keep us on our toes .",1,694
affleck and jackson are good sparring partners .,0,849
a valueless kiddie paean to pro basketball underwritten by the nba .,1,716
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world .",0,419
the film tries too hard to be funny and tries too hard to be hip .,1,611
"a better title , for all concerned , might be swept under the rug .",1,300
"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie .",1,381
`` the time machine '' is a movie that has no interest in itself .,1,542
unflinchingly bleak and desperate,1,577
"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away .",0,229
"scores no points for originality , wit , or intelligence .",1,627
this flick is about as cool and crowd-pleasing as a documentary can get .,0,580
a beguiling splash of pastel colors and prankish comedy from disney .,0,298
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment .,1,199
davis ... is so enamored of her own creation that she ca n't see how insufferable the character is .,0,684
"so , too , is this comedy about mild culture clashing in today 's new delhi .",1,852
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen .,0,412
"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series .",1,10
"an entertaining , colorful , action-filled crime story with an intimate heart .",1,805
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work .",1,474
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic .",1,509
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work .",1,170
it 's fun lite .,0,784
"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine",0,413
"like mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of things he does well .",1,837
"nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting .",1,548
"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together .",0,125
"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem .",1,406
"for movie lovers as well as opera lovers , tosca is a real treat .",1,72
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor .,1,334
"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff .",0,868
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",0,735
"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ?",1,413
"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you .",1,599
"a fast , funny , highly enjoyable movie .",0,51
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold .",0,418
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .",0,678
does little more than play an innocuous game of fill-in - the-blanks with a tragic past .,0,379
"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters .",1,228
yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix .,0,617
"there is a fabric of complex ideas here , and feelings that profoundly deepen them .",1,328
"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . '",1,773
"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical .",0,448
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,1,829
there 's a wickedly subversive bent to the best parts of birthday girl .,1,85
"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century .",1,766
it 's just filler .,0,827
"a poignant , artfully crafted meditation on mortality .",0,642
atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,1,91
nothing is sacred in this gut-buster .,0,811
just not campy enough,1,101
it has all the excitement of eating oatmeal .,1,699
"scores no points for originality , wit , or intelligence .",1,670
intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject .,1,531
even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor .,0,98
one of the smartest takes on singles culture i 've seen in a long time .,0,459
you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance .,1,320
"a study in shades of gray , offering itself up in subtle plot maneuvers ...",0,281
the film will play equally well on both the standard and giant screens .,0,778
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .,0,379
i 'm just too bored to care .,0,95
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine .",0,292
"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .",0,293
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults .",0,630
"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act .",1,272
the characters are interesting and often very creatively constructed from figure to backstory .,0,186
the film 's tone and pacing are off almost from the get-go .,0,633
"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest .",1,67
it 's a grab bag of genres that do n't add up to a whole lot of sense .,0,627
"it does n't believe in itself , it has no sense of humor ... it 's just plain bored .",1,854
"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not .",1,40
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .,1,291
not since tom cruise in risky business has an actor made such a strong impression in his underwear .,0,59
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .,0,132
"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film .",0,316
"( serry ) wants to blend politics and drama , an admirable ambition .",1,213
fancy a real downer ?,0,230
"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey .",1,645
it 's refreshing to see a girl-power movie that does n't feel it has to prove anything .,1,726
involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .,0,232
"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter .",0,32
big fat waste of time .,0,135
turns potentially forgettable formula into something strangely diverting .,0,41
"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot .",1,419
"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever .",1,569
the heavy-handed film is almost laughable as a consequence .,0,751
"it 's also , clearly , great fun .",0,109
atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,0,543
"a study in shades of gray , offering itself up in subtle plot maneuvers ...",1,451
"all that 's missing is the spontaneity , originality and delight .",1,402
it 's hard to imagine alan arkin being better than he is in this performance .,1,227
"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",1,654
"it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .",0,177
ahhhh ... revenge is sweet !,0,544
"this is a shameless sham , calculated to cash in on the popularity of its stars .",1,211
has a lot of the virtues of eastwood at his best .,0,174
the story and structure are well-honed .,1,348
"a smart , witty follow-up .",1,723
"it is amusing , and that 's all it needs to be .",1,100
"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves .",0,172
"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script .",1,274
"manages to transcend the sex , drugs and show-tunes plot into something far richer .",0,119
"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",1,149
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .",0,760
"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .",1,349
"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year .",1,262
"an entertaining , colorful , action-filled crime story with an intimate heart .",0,548
"expect the same-old , lame-old slasher nonsense , just with different scenery .",1,292
a string of rehashed sight gags based in insipid vulgarity .,0,366
scorsese does n't give us a character worth giving a damn about .,1,527
"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand .",0,563
"( e ) ventually , every idea in this film is flushed down the latrine of heroism .",0,139
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it .,0,143
"it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .",1,474
"despite its title , punch-drunk love is never heavy-handed .",0,684
"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year .",0,181
a subject like this should inspire reaction in its audience ; the pianist does not .,0,408
a taut psychological thriller that does n't waste a moment of its two-hour running time .,1,585
"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness .",1,622
"kinnear does n't aim for our sympathy , but rather delivers a performance of striking skill and depth .",1,555
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",0,202
a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .,0,573
