hit it at the wrong angle and make it bleed.	pop it.	how do you puncture a vein?
place a towel over it.	place a mattress protector over it.	how do you keep a matress dry in case of accidents?
Fill a box with empty plastic containers, water bottles, balls, and other dog-friendly objects. Add small dog treats or small golf balls to the box and let your dog dig them out.	Fill a box with empty plastic containers, water bottles, balls, and other dog-friendly objects. Add small dog treats or pieces of sausage or cheese to the box and let your dog dig them out.	Make an enrichment toy for your dog
trying turning it off and then back on.	try taking it apart and putting it back together.	To fix a frozen computer,
Revive it with a minute or so in the microwave.	Revive it with a minute or so in the pressure cooker	how to revive brown sugar
connect the vacuum cleaner to power then push it over the area to be clean.	Put the vacuum cleaner on then over the area to be cleaned push it over severally till the area is clean.	To clean using a vacuum cleaner.
You connect two pieces of PVC pipe together by gluing them with PVC cement.	You connect two pieces of PVC pipe together by gluing them with elmers glue.	How do I connect two pieces of PVC pipe together?
Create a solution from salt and water, dry on stain, then brush off.	Create a solution from baby powder and water, dry on stain, then brush off.	Take out blood stain from sofa.
Inflate a pool but do not add water.	Inflate a pool and add water.	Create mini bounce area for toddler.
Add enough water in a tub to cover all of the bottle. Bring water to the boil, and boil rapidly for 5 minutes. Turn off the tub and allow the water to cool down.	Add enough water in a pot to cover all of the bottle. Bring water to the boil, and boil rapidly for 5 minutes. Turn off the stove and allow the water to cool down.	How to sterilize a baby bottle.
Rub on some preparation H.	Rub on some stinging nettles.	How can I soothe a chigger bite?
Flip on side.	Flip upside down.	Make the last of body wash easier to dispense.
Use a magnet along the outside to drag the metal up and out of the jar	Use a screwdriver along the outside to drag the metal up and out of the jar	To remove a piece of metal from a liquid solution inside a glass jar, you can
Use a sharp small knife to hit the tree bark off , any stubborn areas use fine grit sandpaper to grind off the bark	Use a sharp small knife to shave the tree bark off , any stubborn areas use fine grit sandpaper to grind off the bark	Scrape the bark off a small tree branch
One should have a spot for each item.	One should have a spot for all items in the same place.	One seeks to get organized in the kitchen.
point the nozzle of a fire extinguisher away from the base of the flames and squeeze the handle.	point the nozzle of a fire extinguisher towards the base of the flames and squeeze the handle.	To put out a kitchen fire,
Trace the hearts and use a pair of scissors to cut them	Trace the hearts and use a pair of tweezers to cut them	To cut hearts from a piece of felt, you can
raise one finger for each number you recite.	raise two fingers for each number you recite.	how do you count on your fingers?
Scrub with toothpaste.	Scrub with dental floss.	Clear up hazy car headlights.
Use a calculator to determine how long the board is	Use a ruler to determine how long the board is	To determine the length of a board, you can
Inhale sticks of rosemary.	Inhale sticks of matches.	Increase alertness.
brush bronzer on your face over the foundation.	brush bronzer on your face under the foundation.	how do you bronze your face?
If you forget to defrost your phyllo dough, you can place it on the counter for 2 hours before you start to cook	If you forget to defrost your phyllo dough, you can place it on the stovetop for 2 hours before you start to cook	What do I do if I forget to defrost the phyllo dough overnight before making baklava?
Stack up concrete bricks three high in a square shape around the hole that you dug into the ground.	Stack up concrete bricks three high in a square shape in the hole that you dug into the ground.	To create a brick foundation for your oven.
use paper clip	clip to front of belt	make belt fasten
Take a picture of the inside of your fridge.	Take a picture of the outside of your fridge.	To remember what you need to buy at the grocery
Add jello mix to water and stir quickly to dissolve.	Add jello mix to hot water and stir to dissolve quickly.	Easily dissolve jello mix in water.
Add some dish soap to a sponge or to the fork itself. Use the sponge to help wipe any substance off of the fork. Rinse the soap off of the fork, under running water from the sink.	Add some dish soap to a sponge or to the fork itself. Use the sponge to help wipe any substance off of the fork. Rinse the soap off of the sink, under running water from the fork.	How to wash a fork.
by buying melamine or shower board adhesive from a hardware store.	by buying melamine or shower board panels from a hardware store.	Get cheap whiteboards
Drop the batteries on a table from about 6 inches. If they give a small bounce and fall right over, they are good. If they bounce any more than that they are dead or close to dead.	Drop the battery packaging on a table from about 6 inches. If they give a small bounce and fall right over, they are good. If they bounce any more than that they are dead or close to dead.	To check if batteries are good or bad.
To avoid scuffing or damaging the leather, use a dry cotton cloth, nubuck cloth, or camel hair brush	To avoid scuffing or damaging the leather, use a dry cotton carpet, nubuck cloth, or camel hair brush	how to dust a leather jacket
Get some glass cleaner from the store and paper towels. Spray the glass cleaner on the windows and wipe off with the paper towels until clean.	Get a spray bottle with water and some paper towels. Spray the water onto the window and wipe off with the paper towels until clean.	How to wash windows.
Wash your car with a hair conditioner containing citric acid and you'll see a surface that looks freshly waxed and repels rain.	Wash your car with a hair conditioner containing lanolin and you'll see a surface that looks freshly waxed and repels rain.	How do I get my car to look fresh and shiny?
remove the membrane from the shell, poke a hole in the bottom of the shell, and fill the shell with compost.	remove the membrane from the shell, poke a hole in the bottom of the shell, and fill the shell with soil.	To create a seed starter from an eggshell half,
Melt the ends of the paracord to fuse them in place	Sand the ends of the paracord to fuse them in place	To seal the ends of paracord after knotting them together, you can
Soak bin with bleach for one hour.	Soak bin with mineral water for one hour.	Sanitize recycling bin.
Paint over the holes directly to cover the screw holes	Spackle the holes to cover them up and paint over them.	Cover up screw holes in legs of plywood bed.
To prepare the water for the Burning Candle, Rising Water experiment, first add a few drops of food coloring to the water and pour colored water onto the plate.	To prepare the water for the Burning Candle, Rising Water experiment, first add a few drops of food coloring to the water and pour colored water onto the floor.	How to Prepare Colored Water for Burning Candle, Rising Water experiment
You can revive it by putting it in in your microwave on top of a moist (not sopping) paper towel and microwaving in 15-second blasts until it feels soft.	You can revive it by putting it in in your rice cooker on top of a moist (not sopping) paper towel and microwaving in 15-second blasts until it feels soft.	how to revive stale bread
A nail is a good option because it can be removed easily.	A screw is a good option because it can be removed easily.	I need a fastener that will be good to complete and enclose a wooden iphone case.
speak loudly and openly.	speak quietly and softly.	how do you project vocally?
When cooking your hamburger, use an instant-read thermometer to make sure that the center of the burger is at least 120 degrees.	When cooking your hamburger, use an instant-read thermometer to make sure that the center of the burger is at least 160 degrees.	How do I ensure that my hamburger is cooked enough that any e. coli bacteria are killed?
Drill pilot holes with the tape measure to prevent splitting.	Drill pilot holes with the drill to prevent splitting.	How do I prevent the wood from splitting when making a worm bin?
Offer to carry someone else's stuff for them	Give some of the stuff you have to someone else to carry	To make it easier to carry a backpack while camping
Mix in 1 cup (125 g) of shredded sharp cheddar cheese into the bowl. Add 1 chopped green onion and stir the mixture until it is blended. Season the cheese mixture with 1/4 tsp (1.25 g) of black pepper.Use the offset spatula to form the mixture into a ball in the bowl. Pour your finely crushed pecans into a small bowl to use as a coating. Coat your hands with olive oil and hold the cheese ball in one hand Use your other hand to press the pecans around the cheese ball. Plate the cheese ball and serve it with an assortment of dipping items.	Mix in 1 cup (125 g) of shredded sharp cheddar cheese into the bowl. Add 1 chopped green onion and stir the mixture until it is blended. Season the cheese mixture with 1/4 tsp (1.25 g) of black pepper.Use the offset spatula to form the mixture into a ball in the bowl. pour your finely crushed popsicle sticks into a bowl. Coat your hands with olive oil and hold the cheese ball in one hand Use your other hand to press the pecans around the cheese ball. Plate the cheese ball and serve it with an assortment of dipping items.	how to make a cheese ball dip
Headboards can be made out of anything – find something you're passionate about and turn it into a headboard. Use old skis or skateboards; or make a collage by decoupaging magazines or attatch family photos to an old headboard. Also, think about using salvaged materials such as fencing, old doors or window shutters	Headboards can be made out of anything – find something you're passionate about and turn it into a headboard. Use old jet skis or skateboards; or make a collage by decoupaging magazines or attatch family photos to an old headboard. Also, think about using salvaged materials such as fencing, old doors or window shutters	How to build a headboard for your bed.
Use a utility knife  on a traced circle to get it exactly perfect	Use a jig saw on a traced circle to get it exactly perfect	To cut a precise circle out of a piece of wood, you can
Take ordinary bottled ketchup and add seasonings like salt, pepper, thyme, tumeric powder, mix together, spread on pizza crust, top with cheese, and bake.	Take ordinary bottled ketchup and add seasonings like basil, oregano, parsley, and garlic powder, mix together, spread on pizza crust, top with cheese, and bake.	How to turn ketchup into pizza sauce.
Microwave pizza with small glass of water.	Microwave pizza with small glass of milk.	Prevent leftover pizza from getting a soggy crust.
Wash  1 fresh or frozen wild huckleberry toss 1 berry with 3 tablespoons Lemon juice.  Use Pillsbury Cinnamon roll(tube type) from refrigerated section in the market, with rolling pin, roll to less than 1/2 inch thick.  Line the base of a deep metal baking pan/dish with the dough.  Reserve approx. 1/3 of dough for cover.  (You will place this on top after you finish preparing the filling.)  Place huckleberries in dish atop the roll dough.  Sprinkle 1 cup granulated sugar, 2 tbs. Brown sugar 1 tablespoons cinnamon, 1/2 cup butter (In small pieces), on top.  Sprinkle 1/2 tablespoon of salt atop.  Place crust over everything.  Bake in the oven at 375 for 40 min.  Remove from oven when crust brown and pie is bubbly.  Enjoy.	Wash  4 cups fresh or frozen wild huckleberries toss berries with 3 tablespoons Lemon juice.  Use Pillsbury Cinnamon roll(tube type) from refrigerated section in the market, with rolling pin, roll to less than 1/2 inch thick.  Line the base of a deep metal baking pan/dish with the dough.  Reserve approx. 1/3 of dough for cover.  (You will place this on top after you finish preparing the filling.)  Place huckleberries in dish atop the roll dough.  Sprinkle 1 cup granulated sugar, 2 tbs. Brown sugar 1 tablespoons cinnamon, 1/2 cup butter (In small pieces), on top.  Sprinkle 1/2 tablespoon of salt atop.  Place crust over everything.  Bake in the oven at 375 for 40 min.  Remove from oven when crust brown and pie is bubbly.  Enjoy.	How to Make Huckleberry cobbler at home.
to cut through wood easily	to cut through metal easily	saw
can be broken by  hammer 	can be broken by  paintbush 	jug
Download the game on the console and play	Download the game on the computer and play	How do I play a game on the xbox one
can punch glass 	can punch metal 	machine
While the video is playing, click anywhere outside of the video to pause it.	While the video is playing, click anywhere on the video itself to pause it.	How to pause a video on Youtube
light the wic on it and let it burn like a candle.	put it inside of a burning candle.	how do you use a tealight?
A magic eraser sponge can get those caked-on messes off in just a few swipes without the potentially-perilous razor treatment.	A dirty wet sponge can get those caked-on messes off in just a few swipes without the potentially-perilous razor treatment.	To clean a ceramic cook top.
Take the seeds of the pineapple fruit and put into the water.	Cut the top crown off and put the bottom of the crown in water.	What part of a pine apple do you place in water to begin growing a pineapple plant?
Use tweezers to tighten the screw	Use pliers to tighten the screw	To completely tighten the screw that anchors a cord in place, you can
Cut a hole in center of a paper plate.	Cut a hole in center of a ceramic plate.	Make a splash guard for mixer.
To make your own lipstick at home, start by putting 1 teaspoon of beeswax, 1 teaspoon of sweet butter, and 1 teaspoon of oil into a bowl. Microwave the ingredients for 30 seconds, then stir until everything is incorporated. Next, add in beetroot powder for red lipstick or cocoa for a deeper brown hue.	To make your own lipstick at home, start by putting 1 teaspoon of beeswax, 1 teaspoon of shea butter, and 1 teaspoon of oil into a bowl. Microwave the ingredients for 30 seconds, then stir until everything is incorporated. Next, add in beetroot powder for red lipstick or cocoa for a deeper brown hue.	How can I make lipstick at home?
To prevent lumps, it is a good idea to run it through some kind of a mixer.	To prevent lumps, it is a good idea to run it through some kind of a sifter.	To make sure that cocoa powder doesn't leave any lumps in batter.
Cut a broken chair in half, nail one half to wall.	Cut a broken table in half, nail one half to wall.	Make a wooden desk.
Help others and volunteer, recycle more	Watch others and see what they do	How do I make a positive impact in my community
Measure last, score with utility knife, flip the drywall over, tap it along the score and it snap where it was scored.	Measure first, score with utility knife, flip the drywall over, tap it along the score and it snap where it was scored.	How do you cut drywall?
Stand the wood upright and swing the splitting maul into the top. Aim for a weak or cracked section of the wood. Once the maul is embedded, you can use a sledgehammer to push the splitting maul in and split the wood.	Stand the wood upright and swing the splitting maul into the top. Aim for a weak or cracked section of the wood. Once the maul is embedded, you can use a rubber hammer to push the splitting maul in and split the wood.	How do I split wood with a splitting maul?
Put the bagel on the counter top with the cheese on top and let it sit for 5 minutes.	Put the bagel on the stove on low with the cheese on top and let it sit for 5 minutes.	To get the cheese to melt on my bagel.
Heat the clay up before you begin.	Melt the clay up before you begin.	To make sculpting clay easier to sculpt with.
Use a toothpick and slowly dig from one corner of the nail to the other corner bringing out the dirt.	Use a needle and slowly dig from one corner of the nail to the other corner bringing out the dirt.	How to clean the dirt under your nails.
add bundles of boiled eggs to the campfire.	add bundles of sage to the campfire	how to keep mosquitos away while camping
Beat two eggs with a cup of salt and pepper in a bowl with a tablespoon of milk. Melt a T of butter in a skillet and pour eggs in. Gently fold eggs until cooked, about 2 minutes.	Beat two eggs with a shake of salt and pepper in a bowl with a tablespoon of milk. Melt a T of butter in a skillet and pour eggs in. Gently fold eggs until cooked, about 2 minutes.	How to prepare the perfect scrambled eggs.
rub with a microfiber cloth until it is clear.	use a pressure washer to remove any dirt or dust from the screen.	clean a Nintendo Switch screen
Use an awl or other sharp pointed tool to score deep X’s on the ends, both inside and outside, at each offending joint. The added surface friction from the X’s will keep them together.	Use use sandpaper to smooth the pipe both inside and outside, at each offending joint. The added surface friction from the sanding will keep them together.	How can I get vacuum hose connections to fit when they are loose?
Have you ever been caught with a bowl of frosted flakes and an empty reservoir of de-icer? No worries. Take a credit card and use the edge to scrape the ice/flakes away. Works surprisingly well.	Have you ever been caught with a frosted windshield and an empty reservoir of de-icer? No worries. Take a credit card and use the edge to scrape the ice/frost away. Works surprisingly well.	Make an impromptu frost or ice scraper for your windshield or windscreen.
Make sure you have a mic with a pop filter and speak clearly and softly.	Eliminate background noise and turn your mic gain down low so it doesn't pic up any buzzing from the environment.	To record audio clearly.
Start with heavy whipping cream	Start with red wine vinegar	To make butter, you can
accept 25 hits at once.	accept 28 hits at once.	how do you fill up your queue on mturk?
let rest in the freezer for two hours, after removing from the water, serve with lemon.	plunge vegetables into ice water, after removing from boiling water.	how to blanch vegetables
Holding the orange firmly in one hand and a sharp knife in the other, slowly lower the knife onto the orange, removing a small slice from it, repeat on the orange until done.	Set the orange on a cutting board and let go.  Use a sharp knife in one hand, slowly lower the knife onto the orange, removing a small slice from it, repeat on the orange until done.	How do you slice an orange?
Locate an iron, and then place the iron over the bread and a layer of cling wrap	Locate an iron, heat it and then place the iron over the bread and a layer of wax paper	How to toast bread without an oven or a toaster?
stand outside in the sun.	stand outside in the dark.	how do you cast a shadow?
rub your fingers on stainless steel, like your blender to get rid of the odor.	rub your fingers on stainless steel, like your sink, to get rid of the odor.	how to remove garlic odor from hands
Call a screen pass, run the play and see how the defense reacts.	Run a receiver across the field and see if a player trails them.	How do you determine man vs zone defense in football?
keep them away from everyone	let everyone use your things	to not share your things?
Slide out the rack from the oven and use a wide spatula underneath the pizza to lift it out and onto a cutting board.	Slide out the rack from the oven and use wide pot holders to grab the pizza on it's edges to lift it out and onto a cutting board.	Remove a pizza that is cooking directly on an oven rack.
Gather a pair of children's Bike Forks to make the 20'' tire, build the hinge out of a kicked scooter's front part assembly, Shape the tubes so they are adjecent from each other, weld the tubes together so they link, Add a thick layer of two components plastor, for the tail light use a plastic cap and a LED light from another bike, Paint the trailer to what you want, with nuts and bolts assemble the tires on trailer, add the toolbox.	Gather a pair of children's Bike handles to make the 20'' tire, build the hinge out of a kelectric scooter's front part assembly, Shape the tubes so they are on top of each other, weld the tubes together so they are together, Add a thin layer of two components plastor, for the tail light use a plastic cap and a HUD light from another bike, Paint the trailer to what you want, with nuts and bolts assemble the tires on trailer, add the toolbox.	How to make a bike trailer.
Lay out your kabob ingredients, such as meats and vegetables on your counter. Gently pierce each piece with the kabob and layer as youd like. Brush with vegetable oil	Lay out your kabob ingredients, such as meats and vegetables on your floor. Gently pierce each piece with the kabob and layer as youd like. Brush with vegetable oil	Assemble a kabob on a skewer
take tweezers and a magnifying glass and take your time	be careful pieces can break easily	assemble model cars
makes pencil 	gift wrapped pencil 	aluminum foil
use 3 parts oil to 1 part vinegar	slowly thin out mayonnaise with vinegar or pickle juice.	how to make a vinaigrette
Set some humane mouse traps, using peanut butter as bait, and when there are mice inside, drive them 5 miles away and release them.	Set some human speed traps, using peanut butter as bait, and when there are cars inside, drive them 5 miles away and release them.	How do I get mice out of an old shed?
Place the orange above a heat source such as the flame from a fire	Place the orange above a heat source such as a lamp turned on	Make the orange pomander smell more
stains oxygen 	stains concrete 	oil
Put 3 to 4 drops of liquid food coloring on a plate and use a paint brush to brush the food coloring onto the cream.	Put 3 to 4 drops of frozen food coloring on a plate and use a paint brush to brush the food coloring onto the cream.	Learn how to color the cream centers of Oreos for a food craft.
Apply blush to the outer corner of your cheekbone, starting by your ear and ending at a point below the outer corner of your eye.	Apply blush to the outer corner of your cheekbone, starting by your nose and ending at a point below the outer corner of your eye.	How to apply blush on cheeks.
go to the song you're playing on spotify, and press the cast button on the bottom left and choose which device you want to cast to.	turn on the tv and then choose spotify on the screen. then choose which song you want to play.	how do you cast spotify music to your tv?
At the 5-hour mark the internal temp should be in the 350 range. ... Cook to an internal temperature of 195 degrees: When the target temp is reached, pull the butt off the smoker and let sit for at least 30 minutes in a large pan or platter to catch the jus.	At the 5-hour mark the internal temp should be in the 160 range. ... Cook to an internal temperature of 195 degrees: When the target temp is reached, pull the butt off the smoker and let sit for at least 30 minutes in a large pan or platter to catch the jus.	smoke a pork butt
Reach Sector X from Fortuna.	Reach Sector X from Katina.	To see Bill in Sector X in Star Fox 64.
Take a photo and make it your phone background.	Take a photo and make it your phone lock screen.	Avoid losing class schedules.
Place the damp sponge in a microwave for 2 min., the heat kills 99 percent of all bacteria.	Place the damp sponge in a damp rag for 2 min., the heat kills 99 percent of all bacteria.	How can I kill the germs and bacteria in my sponge I use to clean with?
Use a blowtorch	Use a butane lighter	To distemper steel, you can
Dry the paint brush and write the color number/ID on it in case you need it in the future.	Dry the paint sticks and write the color number/ID on it in case you need it in the future.	After you paint your room
Insert it into the USB slot, and press the "button" on the key.	Insert it into the PCI slot, and press the "button" on the key.	To use a yubi key or similar smart card.
You need champagne glasses, equal parts champagne and equal parts orange juice, and an orange sliced to garnish.	You need beer glasses, equal parts beer and equal parts orange juice, and an orange sliced to garnish.	What do I need to prep to make a Mimosa?
Place a wooden shipping pallet flat on floor.	Place a wooden shipping pallet against wall at an angle.	Make a wooden bike rack.
2 oz Mount Gay Silver rum    2 oz snap pea juice    1 oz lime juice    .5 oz jasmine syrup        Instructions:    Shake with ice and strain into a highball glass over fresh ice. Garnish with pea shoots and flower.	2 oz Mount Gay Silver rum    2 oz snap pea juice    1 oz lime juice    .5 oz jasmine syrup        Instructions:    Shake with ice and strain into a highball glass over fresh tomatoes. Garnish with pea shoots and flower.	make a lamborn drink
can wrap box 	can wrap a card 	duct tape
Press on top of container, if it sinks it, that means it was thawed and refrozen.	Press on bottom of container, if it sinks it, that means it was thawed and refrozen.	Check if ice cream was stored correctly before buying.
pour oil on your arm and then light the oil on fire with a lit up match.	lightly spray the region with a body spray and then light the region with a lighter.	To inflame the surface of your skin on fire without burning yourself,
Gently pull the swab out of the oboe. Look through the bore and check that it's clear of condensation. Take the silver steel wool cloth out and gently rub it against all the keys, especially the most commonly used ones. Don't forget the back octave key!	Gently pull the swab out of the oboe. Look through the bore and check that it's clear of condensation. Take the silver polishing cloth out and gently rub it against all the keys, especially the most commonly used ones. Don't forget the back octave key!	How do I clean the keys of my oboe?
Use a gram scale to measure the precise weight you need	Use a measuring tape to measure the precise weight you need	To determine the exact weight of almond flour, you can
Use a home baby monitor while on vacation.    Use this app to take care of your kid with your Apple or Android product. No extra equipment needed.	Use a baby monitor app while on vacation.    Use this app to take care of your kid with your Apple or Android product. No extra equipment needed.	Monitor your baby in the back seat
If the 4:1 accuracy ratio rule would apply, then grade 0 gage blocks must have a tolerance of not less than ±.000025µin. In fact, the tolerance (up through 1 inch) is ±.000005.	If the 4:1 accuracy banana rule would apply, then grade 0 gage blocks must have a tolerance of not less than ±.000025µin. In fact, the tolerance (up through 1 inch) is ±.000005.	How accurate are gauge blocks?
Pick as many violets as you want to candy with long stems. Wash the violets gently in a bowl with cold water. Place in salad spinner and spin dry.	Pick as many violets as you want to candy with long stems. Wash the violets gently in a bowl with cold water. Place in oven and bake a 350 degrees for an hour.	How to prepare violets for being candied.
cleans up yellow stinky ear wax from the body	cleans up open wounds and sores from the body	q-tip
can be used to carry  paint if it's dry	can be used to carry  a t shirt if it's dry	roller brush
Nuts are a common cause of allergic reactions, and it is thought to be because they grow so high on trees, and fear of heights can put a person into shock, restricting breathing, and even to fall out of a nut tree can cause potential death.	Allergies to nuts is the most common of all allergic reactions. Some people react very badly as the nuts can cause a life threatening reaction called anaphylaxis, restricting breathing, and can put the body into shock, and potential death.	Why do nuts cause allergic reactions in some people?
Put hair dryer on medium heat, then wipe with newspaper.	Put hair dryer on medium heat, then wipe with cloth.	Remove snow from dog paws.
Cut bleach bottle and shape bottom half into scooper.	Cut bleach bottle and shape top half into scooper.	Make gardening scoop.
listen to poetry audio books to focus.	chew a piece of gum as you read.	To read more quickly when you feel slow,
comes from television broadcasts over time	comes from dead skin over time	dust
The bottom should be made of a non-slip mat to prevent the mouse-pad from moving around when you use it.	The bottom should be made of smooth cardboard to prevent the mouse-pad from moving around when you use it.	To make a mouse-pad, what should I use for the bottom of it?
Add aquatic gravel to the bottom of the tank, then add decorations and places for the fish to hide, then add a bubbler, and fill with water, then flip upside down.	Add aquatic gravel to the bottom of the tank, then add decorations and places for the fish to hide, then add a bubbler, and fill with water, then add the fish.	Prepare a fish tank for fish to live in.
Use turmeric powder and water and mix into the dough for yellow, bake beetroot in water and add a little water to the dough for purple, mix those colors together for other options	Use turmeric root and water and mix into the dough for yellow, grate beetroot in water and add a little water to the dough for purple, mix those colors together for other options	How to add color to play dough for kids without using food dye?
can bandage elephant 	can bandage rabbit 	blanket
hang it around your neck	hang it around your waist	how do you wear a satchel?
Sprinkle heirloom tomato chunks with salt, pepper and sliced shallots; set aside 5 minutes. Top with fresh mint; drizzle with olive oil and white wine vinegar.	Sprinkle heirloom tomato chunks with salt, pepper and sliced shallots; set aside 5 minutes.Freeze dry with fresh mint; drizzle with olive oil and white wine vinegar.	how to make a tomato with mint salad
Get to know your coworkers. Be friendly to the coworkers in your neighborhood	Get to know your neighbors. Be friendly to the people in your neighborhood	Get to know your new neighborhood
Crack the egg yolk of an egg into a bowl and pour in a tablespoon of honey. Mix both ingredients together. Tie hair back and lather the face mask onto face. Leave the face mask on until it begins to tighten and then rinse away with water.	Crack the egg white of an egg into a bowl and pour in a tablespoon of honey. Mix both ingredients together. Tie hair back and lather the face mask onto face. Leave the face mask on until it begins to tighten and then rinse away with water.	How to make an egg white and honey face mask?
Simply mix 1 cup of sand, 1/2 cup of water and 1 Tablespoon of Borax. Place the solution in an old plastic container and poke holes in the lid so the ants can get in.	Simply mix 1 cup of sugar, 1/2 cup of water and 1 Tablespoon of Borax. Place the solution in an old plastic container and poke holes in the lid so the ants can get in.	How do you make ant traps?
Pickup any paper towel.  Gently wipe the screen, applying a bit of pressure where needed to remove stuck on debris.	Pickup your soft and lint free cloth.  Gently wipe the screen, applying a bit of pressure where needed to remove stuck on debris.	How do you clean a tablet screen?
Punch a divot in the spot where the bit will go.	Sand smooth the spot where the bit will go.	How to prevent a drill bit from wandering when drilling metal.
can bend around potholder 	can bend around pliers 	tube
Never put sugar AND milk in your tea	Never put lemon AND milk in your tea	how to keep milk from curdling in tea
Stir ¼ cup of white vinegar and 1 teaspoon of salt until the salt dissolves in a non-metallic bucket. Soak the pennies in the mixture for five minutes. Rise really well under running water and place on a paper towel to dry.	Stir ¼ cup of white vinegar and 1 teaspoon of salt until the salt dissolves in a non-metallic bowl. Soak the pennies in the mixture for five minutes. Rise really well under running water and place on a paper towel to dry.	How do you clean copper pennies?
freeze it for winter baking.	chunk it, and then puree it for use in pasta sauces and stews.	what to do with excess fruit
Open the camera app. Point the lens at the image you want to take a video of. Push the red circle to begin the recording. Push it again to end the recording.	Open the camera app. Point the lens at the image you want to take a video of. Push the white circle to take a picture. Push it again to take a second picture.	How to take a video with an android phone
Turn on your stove top and put the bread on there, but keep a close eye on it, as it can burn easily.	Turn on your broiler and put the bread in there, but keep a close eye on it, as it can burn easily.	If I just want the top to get heated on my pizza bread, how can I do that?
Sprinkle salt and rub with damp cloth.	Sprinkle borax and rub with damp cloth.	Clean porcelain with mild cleanser.
can stop horses from spreading if damp	can stop fire spreading if damp	rags
poke materials only when properly protected	poke fingers when properly protected	pins
In the freezer for two months	In the freezer for two summers.	How to store leftover cake
Add lime juice	Add sweet cream	To add a tangy taste to cooked pineapple, you can
To make a mug brownie, mix 4 tbsp flour, 4 tbsp sugar, 2 tbsp cocoa powder in a coffee mug, add 2 tbsp vegetable oil and 2 tbsp water and mix all ingredients together until there are no more lumps. Microwave on high for about a minute, until the brownie is firm around the sides but still a little soft in the middle.	To make a mug brownie, mix 4 tbsp flour, 4 tbsp sugar, 2 tbsp cocoa powder in a coffee mug, add 2 tbsp vegetable oil and 2 tbsp water and mix all ingredients together until there are no more lumps. Microwave on high for about thirty minutes, until the brownie is firm around the sides but still a little soft in the middle.	How to Make a Mug Brownie
Use bottom of a plastic coffee can.	Use bottom of a metal coffee can.	Cut biscuit shapes.
Use running water to rinse out the contents from the glass. Use a soapy sponge on the surface of the glass. Use the running water again to rinse the glass. Set it on the dish rack to dry.	Use running wine to rinse out the contents from the glass. Use a soapy sponge on the surface of the glass. Use the running wine again to rinse the glass. Set it on the dish rack to dry.	How do you wash a wine glass?
Use scissors while the rod is clamped to something solid.	Use a hacksaw while the rod is clamped to something solid.	To cut thin, threaded steel rods.
drop the steak on the ground, and then put on the grill.	cook the steak directly on the hot coals.	how do you make a dirty steak?
Add water to the pan and bring to a temperature just before the water starts smoking.	Add oil to the pan and bring to a temperature just before the oil starts smoking.	How do you prepare a pan for frying a steak?
spray the chain with a water hose.	add motor oil to the bike chain.	To make a bicycle's chain less squeaky,
Take some sandpaper and use on the piece until smooth	Lightly rub sandpaper over all the edges of the piece	To smooth the edges of the pieces
Press down on the garbage bag to make sure it is full of air. Tie the top of the garbage bag lightly. Carefully remove the bin liner from the bin, making sure there are no leaks. Place in an outdoor bin and bring to the front curb of your house or apartment building to be collected.	Press down on the garbage bag to make sure it is full of air. Tie the top of the garbage bag tightly. Carefully remove the bin liner from the bin, making sure there are no leaks. Place in an outdoor bin and bring to the front curb of your house or apartment building to be collected.	How to throw garbage out
Place them in a bowl and use a hand mixer	Place them on a plate and use a hand mixer	To cream butter and sugar together, you can
Take lenses out of old glasses, replace with photos.	Take screws out of old glasses, replace with photos.	Make tiny photo frame.
can adjust and turn off a dog's emotions with the click of a button	can adjust and turn off a security system with the click of a button	remote
will saw perfect car carpets  if used by mechanics. 	will saw perfect clothes  if used by mechanics. 	sewing machine
Search online the tv show name you want and then click rent for whichever platform you want	Search online the movie name you want and then click rent for whichever platform you want	Where can I rent a movie
Whisk 1/2 cup mayonnaise, 1/3 cup sweet chili sauce, 2 tablespoons each sweet pickle relish and chopped chives, 1 chopped hard-boiled egg and the juice of 1/2 lemon	Whisk 1/2 cup mayonnaise, 1/3 cup sweet chili peppers in chili, 2 tablespoons each sweet pickle relish and chopped chives, 1 chopped hard-boiled egg and the juice of 1/2 lemon	how do I make thousand island dressing at home?
can clean  ocean 	can clean  oil  	towels
Cover a fingertip in toothpaste and lightly rub it over the scratched areas on a cell phone screen. Rinse with a damp cloth, careful not to get water into the seams and then leave to dry. This will remove scratches easily from a cell phone screen.	Cover a fingertip in toothpaste and lightly rub it over the scratched areas on a cell phone screen. Rinse with a damp cloth, careful not to get waffles into the seams and then leave to dry. This will remove scratches easily from a cell phone screen.	Remove scratches from a cell phone screen easily.
pull on the stem a little each day.	water it every day.	how do you grow a plant?
Using a glass cutting tool cut the slots into the 3/16 inches deep.	Using a dremel tool cut the slots into the 3/16 inches deep.	Cutting the slots
Wrap duct-tape around your water bottle for emergencies.	Wrap duct-tape around your baby bottle for emergencies.	To have extra duct tape for emergencies
hide a  tape 	melt a tape 	t-shirt
Fill a small bowl with water, then stick a piece of incense into it and light with a match.	Fill a small bowl with dirt, then stick a piece of incense into it and light with a match.	How can I keep bugs away while camping?
place in a salad bowl with dressing	place in a salad spinner	how to dry lingerie
