id,question,choices,answerKey
483,The Milky Way Galaxy is visible as a bright region in the night sky. Modern telescopic observation has made it possible to discover that the brightness of the Milky Way Galaxy is due primarily to which structure?,483,B
484,"If 1 kg of the compound toluene melts at -95°C, then 500 g of toluene will",484,C
485,Hydrogen gas and oxygen gas combine to form water. Which would be a more concise way of expressing what happens in this chemical reaction?,485,C
486,"The Great Basin in Nevada is characterized by uplifted, tilted blocks forming mountain ranges and downthrown blocks forming basins. What rock type is MOST likely to form in the basins?",486,D
487,"According to the Big Bang Theory, how is the universe changing?",487,B
488,"When stratospheric ozone levels are reduced, the amount of ultraviolet radiation hitting Earth increases. Ozone depletion is most often caused",488,D
489,"A student heated a pan of soup on a stove. While stirring the soup with a metal spoon, the student noticed the spoon became very warm. What is the most likely reason the spoon became warm?",489,C
490,Timber companies can best manage the number of trees in forests by,490,C
491,"In Costa Rica a small tree, the acacia, provides shelter and food for ants. The ants protect the acacia by removing other insects and vines that might harm it. Which term best describes the relationship between the acacia and the ants?",491,B
492,Which action is an example of an exothermic process?,492,D
493,Which gravitational pull has the greatest influence on Earth's tides?,493,2
494,Genes code for specifically structured,494,C
495,"If a species is no longer able to reproduce, it will",495,C
496,A caterpillar changing into a butterfly is an example of,496,C
497,Which scientific model could be used to predict the properties of an element?,497,3
498,Which units are best to measure the amount of rain that fell during a thunderstorm?,498,D
499,"In addition to oxygen, which gases make up the largest percentage of Earth's atmosphere?",499,C
500,"In a desert environment, cactus wrens often build their nests in cholla cacti to avoid predators. This behavior does not hurt the cacti. Which type of relationship do cactus wrens and cholla cacti demonstrate?",500,B
501,"In fruit flies, red eyes are dominant over sepia eyes. A male with red eyes is crossed with a female with sepia eyes producing first generation offspring that all had sepia eyes. What does this indicate about the flies that were crossed?",501,C
502,Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?,502,C
503,Astronomers have determined the surface temperature of stars by studying their colors. What color emission represents stars with the hottest temperatures?,503,C
504,What may form as a direct result of a star collapsing?,504,B
505,Birds eat non-camouflaged moths at a higher rate than they eat camouflaged moths. In which situation would birds eat the moths at the slowest rate?,505,A
506,Which serve as evidence for a scientific theory?,506,B
507,Which statement best identifies a basic need of all animals?,507,B
508,Which type of organism would most likely benefit directly from increased levels of CO_{2}?,508,D
509,What is the main reason we can see the Moon?,509,D
510,Scientists dig in a dry area at the bottom of a mountain range. Fossilized shells of freshwater mussels are found in the area. Which is a likely conclusion that scientists will draw based on this evidence?,510,2
511,Where would animals and plants be most affected by a flood?,511,D
512,"When the cells in an organism divide and reproduce, the organism can grow. Which cell organelle contains the genetic material for reproduction?",512,D
513,Naturally occurring variations within a species are mainly the result of mutations and,513,C
514,Which is the most likely response of a human to an increase in temperature?,514,A
515,Alicia has lots of old bicycle parts. She wants to build something new with the parts. What is the first thing Alicia should do?,515,C
516,"Base your answer on the information below and on your knowledge of science. A baseball strikes the roof of a car and dents it. The paint on the roof begins to crack and chip, exposing the metal. The exposed metal on the roof rusts, eventually causing a small hole in the roof. Which event is a chemical change?",516,B
517,"Mitosis occurs in living things when a cell divides to produce two cells. Compared to the original cell, how many chromosomes are in each of the resulting cells?",517,C
518,Which of these cell structures converts nutrients to energy for cell functions?,518,4
519,Which of these environmental changes goes on for months or years?,519,B
520,Which is a learned behavior?,520,A
521,Which of the following devices relies on electromagnetic radiation in the radio wave region of the spectrum for operation?,521,A
522,What is the most likely function of a turtle's hard shell?,522,A
523,A wind turbine primarily uses which type of energy?,523,D
524,"In the atomic model that includes a nucleus, the positive charge is",524,B
525,What is involved in creating genetically modified bacteria?,525,B
526,Why are many telescopes used far from cities?,526,D
527,The gravitational force between two objects depends on the distance between the objects and each object's,527,C
528,"Otto pushed a toy car across a floor. The car traveled fast across the wood, but it slowed to a stop on the carpet. Which best explains what happened when the car reached the carpet?",528,C
529,How is the theory of plate tectonics different from a hypothesis regarding a certain aspect of plate movement?,529,A
530,Burt used a spoon to stir soup that was cooking on his stove. Which spoon will stay the coolest while he stirs?,530,B
531,What characteristic of viruses distinguishes them from cells?,531,B
532,Which tool could be used to help someone count the number of ladybugs on a leaf?,532,D
533,Which of the following is the most important safety practice when using a rock hammer on a geology field trip?,533,C
534,"In Alaska, there are fewer hours of daylight in the winter than in the summer. Which statement best explains why this difference occurs?",534,C
535,"Since 1961, Nevada has led the United States in production of which resource?",535,A
536,Which material is the best natural resource to use for making water-resistant shoes?,536,D
537,"Which type of rock is formed from limestone that has been compacted, heated, and recrystallized?",537,A
538,Which is the best example of a pure substance?,538,D
539,Which resource is most likely found in large amounts in forest ecosystems?,539,D
540,Which resource is considered nonrenewable?,540,2
541,Which change in the state of water particles causes the particles to become arranged in a fixed position?,541,A
542,"A student hypothesizes that the amount of water a plant receives will affect how long it grows before reaching maturity. To test this hypothesis, the student will need",542,A
543,Quartz and feldspar are two common minerals. When they are found mixed together in nature they form,543,D
544,Dominic placed a caterpillar in a container with different kinds of leaves. Which information should he record to find out what food this caterpillar eats?,544,B
545,What will be the most likely result for some species of animals with the continued burning of rain forests in Africa?,545,C
546,"Oscar and Andre used a microscope to observe a sample of pond water and drew an example of each type of organism they saw. Then they compared their drawings. They discovered that their drawings of a euglena and a paramecium were alike, but their amoeba drawings had very different shapes. What are two things that Oscar's amoeba could have been doing that made his drawing look different from Andre's?",546,B
547,"When a balloon is filled with air and suddenly released, it will fly around the room as the air escapes. If compared to space transportation, the escaping air is most similar to what subsystem of a spacecraft?",547,C
548,Louis Pasteur discovered that the bacteria in a substance can be killed by heating the substance for a short period of time. Which of these practices benefited most from Pasteur's discovery?,548,C
549,"If water gets into the crack of a rock and then freezes, the rock will MOST likely",549,4
550,"In order for sediments to become rock, the sediments are generally",550,D
551,The presence of which of the following geological features provides the best evidence that glaciers once covered an area?,551,2
552,Which of the following structures does a frog develop as it changes from a tadpole to an adult frog?,552,A
553,"In snapdragon plants, red flowers are dominant to white flowers. When red-flowered plants are crossed with white-flowered plants, pink flowers are produced. If a researcher wants to produce plants with only white flowers, what color should the parent plants be?",553,D
554,Which change increases the rate of a chemical reaction?,554,D
555,Alex looked at an electric toothbrush that had a plug with three metal prongs. Why are these prongs made out of metal?,555,A
556,Earth is made of different layers that have varying characteristics. Which is the thickest layer?,556,C
557,How long does it take for the Moon to rotate on its axis?,557,B
558,A researcher determines a cell has a flexible cell wall composed of peptidoglycan. This observation narrows possible classifications of the cell to which taxonomic group?,558,B
559,A student is playing with a small toy boat on a pond. The student throws a rock in the pond. This creates waves that move the boat toward the shore. The boat moves toward the shore because the waves transfer,559,D
560,Mosquitoes have adapted to detect carbon dioxide using certain sensory nerves. Mosquitoes instinctually move toward greater concentrations of carbon dioxide. What is the importance of this adaptation?,560,B
561,"Discarded electronic devices, such as outdated computers and cell phones, contain materials that can be toxic to the environment. Which statement best explains why humans continue to use these technologies?",561,A
562,A wind turbine primarily uses which type of energy?,562,C
563,The primary function of a doorbell circuit is to convert electrical energy into,563,C
564,Which characteristic is most common among animals living in a cold climate?,564,4
565,"When a transverse wave passes from right to left through a medium, what happens to the particles of the medium?",565,B
566,"Discarded electronic devices, such as outdated computers and cell phones, contain materials that can be toxic to the environment. Which statement best explains why humans continue to use these technologies?",566,B
567,Which two body systems are involved in inhaling oxygen and exhaling carbon dioxide?,567,3
568,Which part of the atom has a negative charge?,568,C
569,A difference between the oceanic crust and the continental crust is that the oceanic crust is,569,A
570,"Hydrochloric acid is added to a beaker containing a piece of zinc. As a result, zinc chloride is formed and hydrogen gas is released. This is an example of",570,B
571,The water contained in a geyser system gains energy from the underground material surrounding it. The water molecules gain kinetic energy and this results in an increase in the pressure of the water. Eventually the geyser erupts and expels water into the air above ground. Which of the following types of energy is the source for the initial energy gain of the water?,571,D
572,"In snapdragon plants, red flowers are dominant to white flowers. When red-flowered plants are crossed with white-flowered plants, pink flowers are produced. If a researcher wants to produce plants with only white flowers, what color should the parent plants be?",572,A
573,Which statement describes animal embryos?,573,B
574,Which human trait is most likely inherited from a parent?,574,B
575,The rocks that form most of the Sierra Nevada are granitic rocks. This means that the mountains were most likely formed by,575,B
576,Which statement is a MAJOR mistake in the experimental design?,576,A
577,Which of the following describes how a microwave oven heats food?,577,D
578,Which of the following causes a chemical change?,578,B
579,"In the past, Native American Indians buried dead fish along with corn seeds. This technique was used because the decomposing dead fish would",579,D
580,A student is measuring a liquid in a graduated cylinder. The student is not tall enough to read the measurement at eye level. Which of these is the best action for the student to take to read the measurement correctly?,580,B
581,Which of these materials on the walls of a room would work best to keep sound from making an echo?,581,B
582,Which item would a magnet attract?,582,D
583,Reptiles become more active as the day gets warmer. This is because,583,B
584,"When animals use energy, what is always produced?",584,A
585,"In order to grow two of the exact same plants, a person would reproduce them asexually because the",585,D
586,What should a scientist do to help make sure the results of an experiment are unbiased?,586,A
587,Which of these is the most common result of greenhouse gases altering the atmosphere of Earth?,587,D
588,Which of the following is an example of a physical change but not a chemical change?,588,A
589,Pollen is necessary for a flowering plant to,589,1
590,An artificial pacemaker is a device that regulates the beat of the heart by an electrical stimulus. Some early pacemakers were powered by batteries and were worn externally with wires passing through the skin to the surface of the heart. Modern pacemakers are now much smaller and are implanted surgically. Which most likely has increased the lifespan and effectiveness of artificial pacemakers?,590,A
591,"When sunlight shines on a plant, its leaves",591,C
592,Which of these must occur for sediments to form new rock?,592,C
593,"After playing outside on a cold day, Jaime went inside to wash his hands. Although the water was normal temperature, he noticed that it felt warmer than usual. What would explain this phenomenon?",593,2
594,What is the basic unit of life?,594,A
595,Why is the ozone content of the stratosphere important to living organisms?,595,B
596,"Sodium bicarbonate (NaHCO_{3}) is commonly known as baking soda. Sodium bicarbonate is a white solid that can dissolve in water. Under the proper conditions, sodium bicarbonate can release carbon dioxide (CO_{2}) gas. Which of the following is not a physical property of sodium bicarbonate?",596,A
597,Joanne wants to investigate factors that affect different patterns of the flight of bees. Which step in the scientific method must she follow before forming a hypothesis?,597,C
598,"During an ice age, enormous ice sheets called glaciers increase in size on Earth's surface, resulting in decreased ocean depths. Due to global cooling, the water cycle is disrupted between which two stages to cause an increase in glacier size?",598,B
599,About how many Earth days does it take the Moon to travel around Earth?,599,A
600,Which of the following is found in all living organisms?,600,B
601,Some areas of the world are experiencing more desert-like conditions. This change most favors survival of species with the ability to do which of the following?,601,D
602,Which of these renewable resources results in an increase in pollution when used to produce energy?,602,B
603,Which of these organisms has cells with cell walls?,603,B
604,Which two processes could result in the formation of high mountains with well-rounded peaks?,604,D
605,A loaf of bread is baking in a pan in a 350° F oven. What would cause a burn to a hand the quickest because of its low specific heat?,605,A
606,A metal spoon was left in a pot of boiling soup. The cook burned a finger by touching the spoon. Why did the finger get burned?,606,D
607,From which part of the plant does a bee get food?,607,B
608,"Which concept supports the endosymbiotic origin of complex, eukaryotic double-membrane structures?",608,A
609,A scientist wanting to document a change in a river's flow pattern should observe a river over a period of,609,A
610,What is the major function of the human excretory system?,610,A
611,Martin is writing a report for science class about how the tilt of Earth affects living organisms. Which subject should Martin include in his report that is directly affected by Earth's tilt?,611,D
612,What relationship exists between a dog and its fleas?,612,C
613,"By attaching to sharks, remora fish eat the scraps of food left behind when the sharks feed. If remoras were not able to attach to sharks, they would most likely",613,C
614,Which part of the electromagnetic spectrum can humans sense without using equipment or technology?,614,A
615,"Based on analysis of deep ice cores from the Arctic, scientists theorize that early humans caused air pollution. These scientists can make sure their data is correct by",615,B
616,The reaction that releases energy for use by the cell occurs in which site?,616,B
617,"A jeweler melts gold to make jewelry. As the gold melts, the mass",617,B
618,Which item is used for protection from chemical splashing?,618,A
619,The energy required to lift an object is supplied by ATP derived from the breakdown of molecules of,619,B
620,"What is an environmental threat posed by oil and gas acquisition and transport that is not posed by the acquisition and transport of the energy resources uranium, and wood?",620,C
621,"During a lab investigation, students were asked to determine the best way to clean up an oil spill using different materials. Investigation Materials • filter paper • foam sponge • metal wire screen • thin sock filled with hair The students tested the materials by placing each material into separate buckets containing oil and water. They recorded their observations on which material absorbed the most oil. Why would the students' teacher ask them to repeat their tests?",621,B
622,"In the human body, what part of the central nervous system connects with other nerves outside of the central nervous system?",622,A
623,What biological concept was Mendel studying when he crossed pea plants many times over many generations?,623,A
624,A glacier retreats leaving bare rocks. Lichens begin to live on the rocks. The lichens produce an acid that starts to break down the rocks. How will this process affect the environment?,624,B
625,Paper chromatography is a process used to separate mixtures of substances into their components. The components are carried by a mobile phase through a stationary phase made of absorbent paper. An investigation analyzed a sample of black ink to determine its components.Which property allows the components to separate?,625,A
626,There is a thunderstorm close to your house. The windows rattle at the same time that you hear the thunder. What causes the windows to rattle?,626,A
627,"Each organ in the digestive system has a specific function. During digestion, food passes from the stomach into the small intestine. Which statement best describes what takes place in the small intestine?",627,C
628,"Which concept supports the endosymbiotic origin of complex, eukaryotic double-membrane structures?",628,D
629,Students studying the atmosphere want to display the percentage of each greenhouse gas as compared to the total amount of greenhouse gases found in the atmosphere. Which representation would be most appropriate for displaying these percentages?,629,C
630,"According to the fossil record, when did episodes of rapid speciation commonly take place?",630,E
631,"A car has a small gasoline engine combined with a battery-powered electric motor. When the car stops at a red light, the gasoline engine stops running and the electric motor begins working. How does this type of car most likely benefit people?",631,B
632,A complete fossil has been found of a type of bird that cannot be identified. What can most likely be determined about the bird from the fossil?,632,D
633,The energy required to lift an object is supplied by ATP derived from the breakdown of molecules of,633,D
634,A water company uses lab tests on the water supply before sending the water through pipes to people's homes. How do these lab tests help people?,634,D
635,Which of these is an example of an endothermic process?,635,D
636,Which resource is most likely found in large amounts in forest ecosystems?,636,C
637,"When animals use energy, what is always produced?",637,B
638,"Gregor Mendel was the first to show that organisms had traits that are passed on from parents to the next generation. In order for the scientific community to accept Mendel's discovery, others had to",638,B
639,What will most likely result when the jet stream moves south of North Carolina?,639,C
640,Which of the following is most responsible for the decay of dead organisms?,640,3
641,The scientific name for a giraffe is Giraffa camelopardalis. What two levels of classification does this name represent?,641,B
642,"If the solar system were used as a model of an atom, what would the Sun most likely represent?",642,A
643,Competition is most likely to occur between which two organisms?,643,C
644,The Sun is a medium-sized star and is expected to continue to perform nuclear fusion for five billion years. What is most likely to be the final stage of the Sun?,644,D
645,Joel made some measurements and recorded this data: Sample 1 - 45 mL Sample 2 - 15 mL Sample 3 - 30 mL Sample 4 - 20 mL Which of these tools would most likely have been used to obtain these measurements?,645,D
646,How is the structure of an atom best described?,646,C
647,"Pedro shook a can of soda. When the soda was opened, foam and soda burst from the can. Which statement best explains what happened?",647,B
648,A recent scientific study funded by a medical corporation concluded that its product is not as harmful as consumers have reported. Identify a possible problem with this study.,648,D
649,"For many years, people have been curious about the stars. In the past, people have shared what they knew about the stars through stories and drawings. Which pair of tools would be most helpful for people today to gather and share information about stars?",649,B
650,Measurements of carbon dioxide concentrations in the air taken over the past decade have shown a,650,B
651,"When sugar is heated on a hot plate, it turns into a liquid. When the liquid sugar is cooled, a hard-crystalline substance is formed. This model best demonstrates the formation of",651,4
652,Many birds fly south for the winter. This adaptation is called,652,C
653,A student measured the volume of water in a pan. The student boiled the water for thirty minutes and then measured the volume of the water again. The volume of water most likely,653,4
654,Green plants get the energy they need to make food from,654,D
655,"If two objects are two meters apart, which of these changes will increase the gravitational force between the two objects?",655,B
656,"When the wax from a candle drips, the wax has reached",656,D
657,The following represents a number displayed on a calculator. 1.454545 E3. Which of the following shows how a student should record this number in a laboratory report?,657,C
658,Which animal eats only plants?,658,D
659,Genes are located on chromosomes which are composed of,659,C
660,Which of these environmental changes goes on for months or years?,660,D
661,Which property of water allows it to dissolve many different substances?,661,A
662,What is the main source of raw material for the production of plastics?,662,A
663,How do the spines of a cactus help it survive?,663,D
664,The following statements are from an article in a fitness magazine. Which of these is an opinion?,664,C
665,"If two organisms are classified in different orders but are in the same class, which of these statements is true?",665,D
666,Which biological process determines the probability that particular alleles will be found in any given gamete?,666,B
667,What characteristic of viruses distinguishes them from cells?,667,A
668,A meteoroid becomes a meteorite when it,668,B
669,"Lemon juice turns litmus paper red, is corrosive and tastes sour. Lemon juice is classified as",669,A
670,During which change of state do the particles of a substance move from being tightly packed together to having more freedom of movement?,670,C
671,Which stage of a frog's life cycle can be compared to a plant seed growing into a new plant?,671,B
672,What should a scientist do to help make sure the results of an experiment are unbiased?,672,B
673,Eye color is a physical trait. Which statement best explains why a child has a specific eye color?,673,A
674,Which two observations are both used to describe weather?,674,D
675,"A house is built in a desert, where there is no electricity and very little wind. Which action could lead to operating the electrical appliances in the house that would cause the least amount of environmental pollution?",675,1
676,A modern theory of the origin of the universe proposes that the first atoms formed were primarily atoms of which element?,676,B
677,Which of these can be mined from Earth and used as an energy source?,677,3
678,The transfer of thermal energy from one object to another is known as,678,B
679,What would be the result of adding one proton to an atom?,679,A
680,Which sentence describes a characteristic of offspring produced by sexual reproduction?,680,A
681,"Rocks that contain fragments of bones, shells, and plant remains are most likely",681,3
682,A bracket fungus grows on a dead tree and breaks it down into chemical nutrients. What term best classifies the role of a bracket fungus in this ecosystem?,682,A
683,"Scientists Stanley Miller and Harold Urey sealed water, methane, ammonia, and hydrogen in a flask, to simulate Earth's early environment. They exposed the chemicals to electric charges to simulate lighting. What did the process produce?",683,B
684,Which is an example of a different substance being formed?,684,D
685,Data indicate that chemical pollutants contaminate 53% of the waterways that empty into the Chesapeake Bay. These chemical pollutants are found in the tissues of animals living in the bay. Which group of people who live away from the bay might be most affected by these chemical pollutants?,685,A
686,Which type of organism is at the lowest level of the food chain?,686,D
687,"Compared to Earth, the Moon is",687,C
688,"An object has a weight of 10 kg on the surface of Earth. If the same object were transported to the surface of Mars, the object would have a weight of 3.8 kg. Which best explains why the weight of the object changed when transported from Earth to Mars?",688,3
689,Which of these is the chemical symbol for magnesium?,689,C
690,Which situation is an example of a feedback system in the body that maintains homeostasis?,690,B
691,Some plant species are more tolerant of acidic soil than others. The tolerant species are favored in areas affected by which consequence of human activity?,691,D
692,Which statement explains what will most likely happen to the hydrosphere in an area where air temperatures increase?,692,B
693,"Salt and pepper are placed together in a container. When the container is shaken, the salt and pepper become a",693,B
694,In which way are evaporation and condensation similar?,694,C
695,Clearing forests of trees and vegetation for human development can have major impacts on the ecosystem. Which would most likely occur after a forested area is cleared?,695,B
696,Miranda's neighbors have an apple tree in their yard. What is the source of energy for the apple tree?,696,B
697,The wheels and gears of a machine are greased in order to decrease,697,A
698,Which pair together could cause a rainbow?,698,C
699,Which would cause the most soil to erode from a river bank in just a few days?,699,B
700,"Near Earth's equator, water generally exists naturally in the liquid and gas states. In which other part of Earth is water usually found naturally in only two states?",700,C
701,What should a scientist do to help make sure the results of an experiment are unbiased?,701,C
702,An astronomical unit (AU) refers to the distance between,702,C
703,The human stomach is protected from self-digestion by a layer of,703,D
704,The number of fish in a lake suddenly increases. How will the increase most likely affect the lake?,704,C
705,A balloon filled with helium gas is set free and starts to move upward. Which of the following best explains why the helium balloon moves upward?,705,C
706,The prairie grass ecosystem once had a deep layer of topsoil which was protected by the grasses that covered it. Removal of these grasses for farmland is causing the soil to be eroded mainly by,706,D
707,Which action illustrates a chemical change?,707,B
708,Which statement best explains how periods on the periodic table are organized?,708,B
709,Which process directly adds carbon into the atmosphere?,709,D
710,"Plants have special tissues that transport food, water, and minerals throughout the plant. What are these tissues similar to in animals?",710,A
711,"A student heated a pan of soup on a stove. While stirring the soup with a metal spoon, the student noticed the spoon became very warm. What is the most likely reason the spoon became warm?",711,D
712,Changes in the weather are important to people living in Alaska. Which two tools best help scientists to share information about weather?,712,A
713,The complete removal of decomposers from an ecosystem will have the greatest effect on which of the following?,713,D
714,Which of the following is the major cause of tides?,714,D
715,"The students were told that the net applied force from the engine was the same for each vehicle tested. Based on this information, which vehicle had the greatest acceleration (a = F/m)?",715,D
716,Which item would a magnet attract?,716,A
717,How does an ecosystem benefit when leaves fall from a tree and decompose on the soil?,717,B
718,"In pea plants, tall is dominant over short. What size pea plants will result when a pure tall plant is crossed with a pure short plant?",718,C
719,After which event will ecological succession most likely happen?,719,D
720,What process forms an image in a mirror?,720,A
721,Students measure the time for toy cars of different masses to roll down a hill. Which of the following units should the students use to measure time?,721,A
722,Which is an example of a single-celled organism?,722,D
723,"Which substance is usually found in nature as a liquid, solid, and gas?",723,C
724,"Which of the following eras is known as the ""Age of Mammals""?",724,C
725,Which of these is most likely to be spread when two people drink from the same water bottle?,725,B
726,Which two systems of the body are interacting when a runner sprains his ankle?,726,D
727,What abiotic factor would most likely signal a population of birds that it is time to migrate from north to south?,727,C
728,Owen tested a physical property of a mineral. He rubbed a mineral sample on a piece of white tile. The mineral left a red mark on the tile. Which of the following physical properties of the mineral was Owen most likely testing?,728,C
729,"Blood is composed of different cell types that transport nutrients and wastes throughout the body. Because of this, blood is classified as",729,A
730,Which of these structures produces male gametes in humans?,730,D
731,Which of the following helps the leaves break down after they have fallen off the tree?,731,D
732,What statement describes what happens to the carbon dioxide waste produced by a developing baby during pregnancy?,732,D
733,Meteorologists categorize hurricanes based on the Saffir-Simpson scale. The scale measures the intensity and destructive potential of hurricanes. Which factor has the most significant effect on the strength of a hurricane?,733,C
734,What is a galaxy?,734,1
735,Arteries and veins are two important parts of the circulatory system. What is the relationship between arteries and veins?,735,D
736,What is the correct explanation for why we have day and night on Earth?,736,B
737,A glacier sometimes leaves behind large chunks of ice. What is left in the ground when these chunks of ice melt?,737,C
738,What causes a meteoroid to glow as it falls through the atmosphere of Earth?,738,D
739,Changes to abiotic factors in an environment can impact biotic factors. Which statement is the BEST example of this situation?,739,A
740,Which observation of a plant supports the inference that photosynthesis can take place?,740,A
741,A scientist wanting to document a change in a river's flow pattern should observe a river over a period of,741,C
742,"If a class wants to measure the speed of a bicycle during an outdoor lab exercise, which two devices would be most useful?",742,C
743,Which of these would help to prevent infections from occurring in small cuts and scrapes?,743,D
744,"In humans, the digestion process begins in",744,C
745,What can a moving magnet in a coil of copper wire cause?,745,A
746,Genetically modified plants with new characteristics have been produced through genetic engineering methods. What impacts have resulted from the use of genetically modified plants?,746,A
747,"New carpet is being measured for a room that is 5.5 m by 4.6 m. On a measuring tape, what is the smallest unit that is necessary to measure the room accurately for the carpet?",747,B
748,The aloe plant can absorb a lot of water during a rain shower. The extra water is stored in its leaves. The ability to store water in its leaves is most likely an adaptation to which type of environment?,748,D
749,Which would cause the most soil to erode from a river bank in just a few days?,749,B
750,Roger poured water over a pile of sand. Some of the sand washed away. This process is similar to which of the following?,750,B
751,"Hydrogen is located on the left side of the periodic table in the same column as the alkali metals, but it has characteristics of a nonmetal. Which of the following is a physical property of hydrogen?",751,C
752,"Water that is used to cool nuclear power plants can be released into water bodies, causing an area called a thermal plume. A thermal plume can be 12-18°C warmer than surrounding waters. Although some fish may be attracted to the warmer water, other organisms may not be able to survive. Government officials order a study to determine the effects of a thermal plume in a water body near a nuclear power plant in North Carolina. Which factor most related to temperature should the study focus on in order to determine whether the thermal plume is damaging the health of the water system?",752,A
753,A cell that is unable to import substances required to process chemical energy is most likely a result of a malfunctioning,753,B
754,The chemical reaction of ethane and oxygen produces carbon dioxide and water. Which is the best form to identify reactants and products of the reaction?,754,D
755,Where are the most reactive nonmetals located on the periodic table?,755,B
756,What is a decomposer?,756,D
757,Which material is the best natural resource to use for making water-resistant shoes?,757,A
758,"In May 2007, wildfires burned more than 350 square miles of habitat in Florida and Georgia. Intense fires like this one can temporarily remove nitrogen, phosphorus, and potassium in area soil. What most likely happens in the burned areas until organic decay replenishes the lost nutrients?",758,C
759,The atomic mass of an atom is,759,A
760,"Scientists use the term ""light year"" to describe",760,B
761,Which is a unit of measure for length?,761,A
762,Repeated pesticide use on an insect population can result in some of the insects becoming resistant to that pesticide over time. Which process is responsible for the pesticides no longer being effective on the insects?,762,3
763,What is the main source of energy that causes water to evaporate from the surface of Earth?,763,C
764,Some objects conduct electricity. Which object is the best conductor of electricity?,764,C
765,Decomposers are organisms that obtain their food from dead organisms. Which of these would be classified as decomposers?,765,D
766,What is the correct explanation for why we have day and night on Earth?,766,B
767,All these statements concerning galaxies are accurate except,767,A
768,Which statement describes animal embryos?,768,D
769,Human muscle cells need nutrients and oxygen during exercise. The human body is able to meet the needs of the muscle cells during exercise by increasing,769,B
770,Which of the following is most likely to cause water to change from one state of matter to another state of matter?,770,C
771,Which energy resource is renewable?,771,B
772,Which technique will researchers studying the inheritance patterns of various disorders most likely use?,772,D
773,Which element is necessary for the formation of coal?,773,B
774,Which of these statements is not considered part of the Big Bang Theory?,774,C
775,Which discovery revealed that the universe contains many structures composed of millions of stars?,775,C
776,An idea that the universe originated with an explosion is supported by repeated observations of light from distant galaxies traveling away from Earth. An idea that has been tested repeatedly and is supported by repeated results is most likely a,776,B
777,A student wraps a wire around an iron nail. The student then connects the wire to a battery. The nail attracts another nail and they stick together. What force holds the two nails together?,777,B
778,The floating arrow on a compass always points towards the,778,D
779,Which would be the best method to use to dispose of cardboard boxes not utilized by a local grocery store?,779,C
780,What can a moving magnet in a coil of copper wire cause?,780,A
781,"Sodium chloride, commonly called ""table salt,"" is made up of sodium and chlorine that have been combined chemically. Which term best describes sodium chloride?",781,D
782,How does repeating an experiment improve the likelihood of obtaining accurate results?,782,A
783,Termites eat wood but cannot digest it. Protozoans live in the termites' stomachs and use enzymes to break down the wood. The digested wood provides nutrition for both the termites and the protozoans. What type of relationship is this?,783,D
784,The relationship between an owl and a mouse is a,784,D
785,"Salt concentration, water temperature, plankton, and the whale shark might all be used in a description of an ocean",785,A
786,A difference between the oceanic crust and the continental crust is that the oceanic crust is,786,D
787,"Plants have special tissues that transport food, water, and minerals throughout the plant. What are these tissues similar to in animals?",787,A
788,"In some locations, squirrels sleep for long periods of time during the winter months. Which of the following most likely causes these squirrels to sleep for long periods of time?",788,C
789,Which of the following organisms produces energy from sunlight?,789,D
790,"Ms. Bristol measured the mass of a closed beaker containing several ice cubes. The mass was 100 g. An hour later, after the ice cubes had melted, Ms. Bristol measured the mass of the beaker again. What was the mass of the beaker of water the second time?",790,C
791,A snail's shell provides the snail with,791,B
792,Alicia has lots of old bicycle parts. She wants to build something new with the parts. What is the first thing Alicia should do?,792,A
793,A generator converts mechanical energy to electrical energy by using a conducting metal loop turning in a,793,C
794,"Jenny measures the outside temperature as 16 degrees Celsius (°C), 61 degrees Fahrenheit (°F). She observes precipitation falling from the clouds in a solid form. What type of precipitation is Jenny most likely observing?",794,A
795,Which is needed for both boiling and melting to occur?,795,B
796,Two identical lamps contain the same amount of different types of oil. They are allowed to burn until all the oil has been burned. Which measurement will best provide the total difference in chemical energy between the two oils?,796,B
797,Where does oxygen-rich blood go after leaving the lungs?,797,D
798,"Earthworms live underground in the soil. As they move through the soil, they create tunnels. The tunnels help improve the soil. Plants grow better in soil that has earthworms. Which statement explains how earthworm tunnels help plants?",798,A
799,"After months of studying and obtaining data on the behavior of birds, biologists from around the world will look at the data and",799,D
800,A student measures the growth of a group of plants given different amounts of fertilizer. Which data display should the student use to compare the growth of the plants?,800,D
801,"A 10 g sample of aluminum and a 10 g sample of iron were each heated by 100 joules of energy. The temperature of the aluminum sample rose 11°C, while the temperature of the iron sample increased 23°C. Which statement best accounts for these results?",801,A
802,Which instrument should a student use to best examine bacteria?,802,B
803,The organisms that convert solar energy and raw materials into food are,803,B
804,A balloon filled with helium gas is set free and starts to move upward. Which of the following best explains why the helium balloon moves upward?,804,4
805,The property of matter that resists changes in motion is called,805,B
806,A student standing near a campfire feels warmer as the fire grows. Which process most likely transfers heat from the campfire to the student?,806,D
807,Which situation is an example of a feedback system in the body that maintains homeostasis?,807,D
808,An element with which property would be best to use in electrical wiring?,808,A
809,Which tool would be best to use for counting the number of legs on an ant?,809,D
810,Which item is designed to change electrical energy into heat energy?,810,A
811,Which reaction is endothermic?,811,C
812,Which effect do rapidly cooling temperatures have on the water cycle?,812,1
